direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2019/11/27,148.39682,2019/12/15,140.976979,-7.419840999999991,-4.999999999999994,0.9500000000000001,4.999999999999994,,-1,17,stop-loss,140.976979,,
long,2019/12/17,133.647186,2019/12/18,126.9648267,-6.682359300000002,-5.000000000000001,0.95,5.000000000000001,,-1,0,stop-loss,126.9648267,,
long,2019/12/20,129.384369,2020/01/06,136.305542,6.92117300000001,5.34931155401006,1.0534931155401006,5,,1.069862310802012,16,exit-rule,122.91515054999999,,
long,2020/02/27,225.687042,2020/03/01,214.40268989999998,-11.284352100000007,-5.000000000000003,0.95,5.000000000000003,,-1,2,stop-loss,214.40268989999998,,
long,2020/03/03,230.523972,2020/03/08,218.99777339999997,-11.526198600000015,-5.000000000000006,0.95,5.000000000000006,,-1,4,stop-loss,218.99777339999997,,
long,2020/03/10,202.863953,2020/03/11,192.72075535000002,-10.14319764999999,-4.999999999999996,0.9500000000000001,4.999999999999996,,-1,0,stop-loss,192.72075535000002,,
long,2020/03/13,112.689995,2020/03/16,107.05549524999999,-5.634499750000003,-5.000000000000003,0.95,5.000000000000003,,-1,2,stop-loss,107.05549524999999,,
long,2020/03/18,113.857643,2020/04/07,169.147446,55.289803000000006,48.560466862993124,1.4856046686299311,5.000000000000003,,9.71209337259862,19,exit-rule,108.16476085,,
long,2020/05/22,199.837112,2020/05/24,208.716064,8.878951999999998,4.443094633993709,1.044430946339937,5.000000000000004,,0.8886189267987411,1,exit-rule,189.84525639999998,,
long,2020/05/27,201.893005,2020/05/29,219.925049,18.032044000000013,8.93148526864515,1.0893148526864516,5.000000000000001,,1.7862970537290295,1,exit-rule,191.79835475,,
long,2020/06/20,226.976364,2020/06/23,242.537018,15.560654,6.855627487274401,1.068556274872744,5.000000000000005,,1.371125497454879,2,exit-rule,215.62754579999998,,
long,2020/06/26,232.877487,2020/06/27,221.23361265,-11.643874350000004,-5.000000000000002,0.95,5.000000000000002,,-1,0,stop-loss,221.23361265,,
long,2020/06/29,225.361435,2020/07/07,240.972595,15.611160000000012,6.927165688308655,1.0692716568830865,4.999999999999996,,1.3854331376617322,7,exit-rule,214.09336325,,
long,2020/07/17,233.691391,2020/07/19,235.458298,1.7669070000000033,0.756085618917816,1.0075608561891782,4.9999999999999964,,0.1512171237835633,1,exit-rule,222.00682145000002,,
long,2020/08/26,383.977448,2020/08/30,399.616699,15.639251000000002,4.072960816177934,1.0407296081617794,5.000000000000007,,0.8145921632355856,3,exit-rule,364.77857559999995,,
long,2020/09/04,384.671631,2020/09/05,365.43804945,-19.233581549999997,-5,0.95,5,,-1,0,stop-loss,365.43804945,,
long,2020/09/07,353.450256,2020/09/08,335.77774320000003,-17.672512799999993,-4.999999999999997,0.9500000000000001,4.999999999999997,,-1,0,stop-loss,335.77774320000003,,
long,2020/09/10,351.429321,2020/09/18,389.337494,37.90817299999998,10.786855488361477,1.1078685548836147,5.000000000000007,,2.1573710976722924,7,exit-rule,333.85785495,,
long,2020/09/20,385.597992,2020/09/21,366.31809239999995,-19.27989960000002,-5.000000000000006,0.95,5.000000000000006,,-1,0,stop-loss,366.31809239999995,,
long,2020/09/23,344.622498,2020/09/24,327.3913731,-17.231124899999998,-4.999999999999999,0.95,4.999999999999999,,-1,0,stop-loss,327.3913731,,
long,2020/09/26,352.53125,2020/11/13,461.005493,108.474243,30.770107047247585,1.3077010704724759,4.999999999999993,,6.154021409449525,47,exit-rule,334.9046875,,
long,2020/12/24,584.13562,2020/12/26,626.498047,42.362427000000025,7.252156100324789,1.072521561003248,4.9999999999999964,,1.4504312200649587,1,exit-rule,554.928839,,
long,2021/02/24,1571.47644,2021/02/25,1492.9026179999998,-78.57382200000006,-5.000000000000004,0.95,5.000000000000004,,-1,0,stop-loss,1492.9026179999998,,
long,2021/02/27,1446.929443,2021/02/28,1374.58297085,-72.34647214999995,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,0,stop-loss,1374.58297085,,
long,2021/03/02,1564.063477,2021/03/03,1485.86030315,-78.20317384999998,-5,0.95,5,,-1,0,stop-loss,1485.86030315,,
long,2021/03/05,1541.541748,2021/03/08,1724.229248,182.6875,11.85096026345178,1.1185096026345178,4.999999999999998,,2.370192052690357,2,exit-rule,1464.4646606000001,,
long,2021/03/23,1690.871826,2021/03/24,1606.3282347,-84.54359130000012,-5.000000000000006,0.95,5.000000000000006,,-1,0,stop-loss,1606.3282347,,
long,2021/03/26,1595.210083,2021/03/28,1716.40564,121.19555700000001,7.597466834717845,1.0759746683471785,5.000000000000006,,1.5194933669435673,1,exit-rule,1515.4495788499999,,
long,2021/05/20,2439.638672,2021/05/21,2317.6567384,-121.98193360000005,-5.000000000000002,0.95,5.000000000000002,,-1,0,stop-loss,2317.6567384,,
long,2021/05/23,2298.367188,2021/05/24,2183.4488286,-114.9183594000001,-5.0000000000000036,0.95,5.0000000000000036,,-1,0,stop-loss,2183.4488286,,
long,2021/05/26,2707.052734,2021/05/28,2571.7000973,-135.35263669999995,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,1,stop-loss,2571.7000973,,
long,2021/05/30,2278.288818,2021/06/10,2461.185547,182.89672900000005,8.02781137997053,1.0802781137997053,5.000000000000002,,1.605562275994105,11,finalize,2164.3743771,,
