time,open,high,low,close,adj close,volume,sma,rsi
2016-07-24T04:00:00.000Z,14.2958,14.4374,12.3161,12.7495,12.749500,77750800,11.95199,60.63758191156503
2016-07-25T04:00:00.000Z,12.7434,13.857,12.6838,13.8361,13.836100,36673800,11.937093333333333,68.62200165425972
2016-07-26T04:00:00.000Z,13.8161,13.8511,11.7272,11.9895,11.989500,94428800,11.875070000000001,56.78548401952657
2016-07-27T04:00:00.000Z,12.0505,13.3119,11.8357,12.9728,12.972800,58278800,11.8447,60.45396500545468
2016-07-28T04:00:00.000Z,12.9791,12.9882,12.4927,12.8436,12.843600,24603900,11.866966666666668,56.07977187145834
2016-07-29T04:00:00.000Z,12.8364,12.8706,12.5542,12.7946,12.794600,14082300,11.873079999999998,53.99457912394095
2016-07-30T04:00:00.000Z,12.7974,12.8013,12.461,12.461,12.461000,9047810,11.873063333333336,53.8170895282716
2016-07-31T04:00:00.000Z,12.4397,12.5098,11.5472,11.8759,11.875900,25441400,11.86227666666667,53.35843260657826
2016-08-01T04:00:00.000Z,11.8948,12.0137,10.9416,10.9416,10.941600,23999500,11.82271666666667,49.59608621470107
2016-08-02T04:00:00.000Z,10.9485,11.1372,8.20098,8.78728,8.787280,88803296,11.724952666666669,39.15611439494778
2016-08-03T04:00:00.000Z,8.8768,10.418,8.8768,10.2939,10.293900,53979400,11.685716000000003,42.14736891163487
2016-08-04T04:00:00.000Z,10.311,11.2912,10.1564,11.0428,11.042800,38151400,11.700096,44.37054744929326
2016-08-05T04:00:00.000Z,11.019,11.1764,10.7632,10.9254,10.925400,15487900,11.713312666666669,34.918069577487984
2016-08-06T04:00:00.000Z,10.9167,10.9376,10.2858,10.8811,10.881100,16712600,11.739036000000002,35.83778534878172
2016-08-07T04:00:00.000Z,10.8592,11.0896,10.78,10.9116,10.911600,16551000,11.722936000000002,41.28935878988487
2016-08-08T04:00:00.000Z,10.9135,11.3288,10.859,11.2454,11.245400,14956700,11.732266000000003,36.77801435958574
2016-08-09T04:00:00.000Z,11.2746,12.4546,11.2,12.2443,12.244300,36656600,11.775489333333336,51.42358457254472
2016-08-10T04:00:00.000Z,12.2298,12.4578,11.9825,12.1432,12.143200,28096300,11.831629333333336,44.85808921240009
2016-08-11T04:00:00.000Z,12.1382,12.2724,11.6338,11.6909,11.690900,17505000,11.870789333333336,43.130627140905865
2016-08-12T04:00:00.000Z,11.6889,12.0416,11.6351,11.7785,11.778500,13690100,11.913389333333335,43.97240868741946
2016-08-13T04:00:00.000Z,11.7704,11.7911,11.5118,11.5713,11.571300,7539490,11.915326000000002,44.64187205053033
2016-08-14T04:00:00.000Z,11.5833,11.6946,11.0991,11.1948,11.194800,8680160,11.890099333333335,45.79242723388694
2016-08-15T04:00:00.000Z,11.2017,11.3108,11.0001,11.2184,11.218400,7500840,11.875619333333335,51.92676081436273
2016-08-16T04:00:00.000Z,11.2287,11.2373,11.0028,11.1397,11.139700,7051510,11.874986000000002,73.02943560545243
2016-08-17T04:00:00.000Z,11.1332,11.1548,10.7486,10.7528,10.752800,8833760,11.865599333333332,55.75394337588084
2016-08-18T04:00:00.000Z,10.7475,11.0091,10.7448,10.7561,10.756100,6935800,11.836832666666664,45.57848308195306
2016-08-19T04:00:00.000Z,10.7463,10.8011,10.7279,10.7487,10.748700,5390850,11.780102666666666,47.17920883752115
2016-08-20T04:00:00.000Z,10.7501,11.3007,10.7491,11.2474,11.247400,7443540,11.733326,55.10664993726475
2016-08-21T04:00:00.000Z,11.2533,11.2538,10.9939,11.1792,11.179200,4355660,11.617235999999998,53.69184923569339
2016-08-22T04:00:00.000Z,11.1851,11.3408,11.075,11.1209,11.120900,6588920,11.511275999999999,48.14106966882672
2016-08-23T04:00:00.000Z,11.137,11.23,10.898,11.0306,11.030600,6489380,11.453979333333333,25.130117618130413
2016-08-24T04:00:00.000Z,11.0243,11.1546,11.0095,11.036,11.036000,4423420,11.360642666666667,26.38628220440198
2016-08-25T04:00:00.000Z,11.0313,11.3851,11.0168,11.3574,11.357400,8552380,11.339572666666667,42.46668172577369
2016-08-26T04:00:00.000Z,11.3524,11.4454,11.2113,11.2954,11.295400,5857850,11.283659333333333,38.95973307738018
2016-08-27T04:00:00.000Z,11.294,11.294,11.1395,11.1482,11.148200,15108400,11.227146000000001,40.058273415104075
2016-08-28T04:00:00.000Z,11.147,11.147,10.92,10.9293,10.929300,5303040,11.164969333333334,43.26244734304419
2016-08-29T04:00:00.000Z,10.9151,11.1462,10.7898,10.9838,10.983800,8130540,11.11572933333333,44.13851688986608
2016-08-30T04:00:00.000Z,10.9921,11.3036,10.9588,11.2289,11.228900,7221260,11.094162666666666,52.057575198376085
2016-08-31T04:00:00.000Z,11.2386,11.6802,11.1839,11.6724,11.672400,11073700,11.118522666666665,70.6726013847675
2016-09-01T04:00:00.000Z,11.6705,12.5815,11.6485,11.9949,11.994900,24051500,11.22544333333333,74.35322796256975
2016-09-02T04:00:00.000Z,11.9642,12.3133,11.8824,12.113,12.113000,9368300,11.286079999999998,75.7017444708187
2016-09-03T04:00:00.000Z,12.1129,12.3636,11.3472,11.7587,11.758700,13358800,11.309943333333331,60.18647647129134
2016-09-04T04:00:00.000Z,11.7541,11.7936,11.4739,11.6799,11.679900,7220550,11.33509333333333,59.93334126889656
2016-09-05T04:00:00.000Z,11.6805,11.8066,11.594,11.717,11.717000,5724100,11.362956666666664,61.92629346564762
2016-09-06T04:00:00.000Z,11.7254,11.7284,11.4728,11.6891,11.689100,6346330,11.388873333333331,63.512127057085394
2016-09-07T04:00:00.000Z,11.6945,11.7263,11.515,11.5479,11.547900,6115050,11.398956666666667,59.94946550048592
2016-09-08T04:00:00.000Z,11.5458,11.7014,11.2524,11.3459,11.345900,11535000,11.36901,49.76560270677918
2016-09-09T04:00:00.000Z,11.4125,11.68,11.3869,11.6528,11.652800,6109200,11.352663333333334,56.62342475908077
2016-09-10T04:00:00.000Z,11.6623,12.2151,11.5437,12.1685,12.168500,7220300,11.368583333333335,66.63623022990382
2016-09-11T04:00:00.000Z,12.2079,12.2079,11.5897,11.6384,11.638400,8791180,11.363913333333334,60.49678775498123
2016-09-12T04:00:00.000Z,11.643,11.947,11.6136,11.8937,11.893700,7478080,11.374660000000004,62.713427413720844
2016-09-13T04:00:00.000Z,11.8887,12.0856,11.8808,11.9187,11.918700,11704300,11.398790000000004,60.26977131967604
2016-09-14T04:00:00.000Z,11.9046,11.9972,11.8559,11.9232,11.923200,5694820,11.422283333333334,54.29540316503391
2016-09-15T04:00:00.000Z,11.9431,12.1354,11.9227,11.937,11.937000,7309090,11.448860000000003,48.89110200329413
2016-09-16T04:00:00.000Z,11.9596,12.7486,11.9029,12.5558,12.555800,17421500,11.508960000000002,57.11576782155942
2016-09-17T04:00:00.000Z,12.5582,12.763,12.4424,12.6986,12.698600,7446610,11.573710000000002,66.20573123211148
2016-09-18T04:00:00.000Z,12.6864,12.9873,12.1555,12.4312,12.431200,22433300,11.629793333333334,62.16286223085642
2016-09-19T04:00:00.000Z,12.436,13.189,12.4175,13.189,13.189000,13838800,11.694513333333333,69.32164233959887
2016-09-20T04:00:00.000Z,13.2139,14.4303,13.1198,14.4303,14.430300,31929100,11.802883333333332,77.28865527814281
2016-09-21T04:00:00.000Z,14.4341,14.4341,13.1702,13.7685,13.768500,28645000,11.891136666666664,70.02994660124115
2016-09-22T04:00:00.000Z,13.665,13.665,12.4786,13.2476,13.247600,27382800,11.965036666666665,66.22029648078333
2016-09-23T04:00:00.000Z,13.208,13.4469,13.1016,13.3313,13.331300,9166430,12.041546666666667,64.88322190498147
2016-09-24T04:00:00.000Z,13.3223,13.343,12.6817,12.8779,12.877900,9824880,12.09223,56.36050640175017
2016-09-25T04:00:00.000Z,12.8525,13.1075,12.7975,13.1009,13.100900,5283440,12.152413333333334,63.87702818104183
2016-09-26T04:00:00.000Z,13.1696,13.1696,12.7402,12.8231,12.823100,7213070,12.208243333333336,58.78117913832199
2016-09-27T04:00:00.000Z,12.8639,13.2114,12.8559,13.0983,13.098300,6831070,12.280543333333334,60.64198332792033
2016-09-28T04:00:00.000Z,13.1074,13.4838,13.0813,13.2748,13.274800,10239000,12.356910000000001,61.82667740016102
2016-09-29T04:00:00.000Z,13.2768,13.3361,13.0734,13.0734,13.073400,5990630,12.418393333333334,59.62757124944931
2016-09-30T04:00:00.000Z,13.076,13.3427,13.0245,13.2248,13.224800,5950840,12.470140000000002,56.15523332842631
2016-10-01T04:00:00.000Z,13.2032,13.3091,13.0456,13.1727,13.172700,6331160,12.509400000000001,54.436064898852855
2016-10-02T04:00:00.000Z,13.1802,13.2959,13.1431,13.1997,13.199700,4079660,12.545623333333337,57.52944173378009
2016-10-03T04:00:00.000Z,13.203,13.4852,13.1872,13.4524,13.452400,7458320,12.602080000000003,52.864164238180166
2016-10-04T04:00:00.000Z,13.4505,13.531,13.2115,13.277,13.277000,8348280,12.655316666666668,33.67494267191347
2016-10-05T04:00:00.000Z,13.2834,13.3467,13.0357,13.0357,13.035700,9881370,12.699273333333334,38.22546436146283
2016-10-06T04:00:00.000Z,13.0263,13.1436,12.6868,12.8543,12.854300,12044800,12.738113333333336,42.906611838545615
2016-10-07T04:00:00.000Z,12.8516,12.9902,12.5347,12.6671,12.667100,8933050,12.775420000000002,38.45190903400792
