time,open,high,low,close,adj close,volume,sma5,sma20,rsi
2016-08-27T04:00:00.000Z,11.294,11.294,11.1395,11.1482,11.148200,15108400,11.114378459648004,11.551745599999999,40.058273415104075
2016-08-28T04:00:00.000Z,11.147,11.147,10.92,10.9293,10.929300,5303040,11.144297148672003,11.551021599999999,43.26244734304419
2016-08-29T04:00:00.000Z,10.9151,11.1462,10.7898,10.9838,10.983800,8130540,11.103044069888,11.551745599999999,44.13851688986608
2016-08-30T04:00:00.000Z,10.9921,11.3036,10.9588,11.2289,11.228900,7221260,11.120390362368003,11.5671436,52.057575198376085
2016-08-31T04:00:00.000Z,11.2386,11.6802,11.1839,11.6724,11.672400,11073700,11.218672429056,11.5902696,70.6726013847675
2016-09-01T04:00:00.000Z,11.6705,12.5815,11.6485,11.9949,11.994900,24051500,11.374642718976,11.6201576,74.35322796256975
2016-09-02T04:00:00.000Z,11.9642,12.3133,11.8824,12.113,12.113000,9368300,11.565451752960005,11.632153600000002,75.7017444708187
2016-09-03T04:00:00.000Z,12.1129,12.3636,11.3472,11.7587,11.758700,13358800,11.595779903232001,11.6282956,60.18647647129134
2016-09-04T04:00:00.000Z,11.7541,11.7936,11.4739,11.6799,11.679900,7220550,11.592847073024004,11.628837599999997,59.93334126889656
2016-09-05T04:00:00.000Z,11.6805,11.8066,11.594,11.717,11.717000,5724100,11.588297397760003,11.640003599999998,61.92629346564762
2016-09-06T04:00:00.000Z,11.7254,11.7284,11.4728,11.6891,11.689100,6346330,11.615772784384001,11.653097599999999,63.512127057085394
2016-09-07T04:00:00.000Z,11.6945,11.7263,11.515,11.5479,11.547900,6115050,11.635094992640001,11.651673599999997,59.94946550048592
2016-09-08T04:00:00.000Z,11.5458,11.7014,11.2524,11.3459,11.345900,11535000,11.636781556480003,11.6295796,49.76560270677918
2016-09-09T04:00:00.000Z,11.4125,11.68,11.3869,11.6528,11.652800,6109200,11.683270462464002,11.609621599999999,56.62342475908077
2016-09-10T04:00:00.000Z,11.6623,12.2151,11.5437,12.1685,12.168500,7220300,11.796167483648002,11.559753599999997,66.63623022990382
2016-09-11T04:00:00.000Z,12.2079,12.2079,11.5897,11.6384,11.638400,8791180,11.717060645888003,11.506527599999997,60.49678775498123
2016-09-12T04:00:00.000Z,11.643,11.947,11.6136,11.8937,11.893700,7478080,11.741812159744002,11.489411599999997,62.713427413720844
2016-09-13T04:00:00.000Z,11.8887,12.0856,11.8808,11.9187,11.918700,11704300,11.782169205504003,11.451063599999996,60.26977131967604
2016-09-14T04:00:00.000Z,11.9046,11.9972,11.8559,11.9232,11.923200,5694820,11.806630689792001,11.449737599999994,54.29540316503391
2016-09-15T04:00:00.000Z,11.9431,12.1354,11.9227,11.937,11.937000,7309090,11.81375300864,11.429021599999997,48.89110200329413
2016-09-16T04:00:00.000Z,11.9596,12.7486,11.9029,12.5558,12.555800,17421500,11.935050425856,11.423265599999995,57.11576782155942
2016-09-17T04:00:00.000Z,12.5582,12.763,12.4424,12.6986,12.698600,7446610,12.128951761408002,11.421345599999997,66.20573123211148
2016-09-18T04:00:00.000Z,12.6864,12.9873,12.1555,12.4312,12.431200,22433300,12.258617491456006,11.420749599999997,62.16286223085642
2016-09-19T04:00:00.000Z,12.436,13.189,12.4175,13.189,13.189000,13838800,12.373545175552003,11.447011599999996,69.32164233959887
2016-09-20T04:00:00.000Z,13.2139,14.4303,13.1198,14.4303,14.430300,31929100,12.819161926400005,11.516785599999999,77.28865527814281
2016-09-21T04:00:00.000Z,14.4341,14.4341,13.1702,13.7685,13.768500,28645000,13.012384984320004,11.616409999999998,70.02994660124115
2016-09-22T04:00:00.000Z,13.665,13.665,12.4786,13.2476,13.247600,27382800,13.060031967232005,11.675483999999999,66.22029648078333
2016-09-23T04:00:00.000Z,13.208,13.4469,13.1016,13.3313,13.331300,9166430,13.116137778432005,11.721253999999998,64.88322190498147
2016-09-24T04:00:00.000Z,13.3223,13.343,12.6817,12.8779,12.877900,9824880,13.151544152832004,11.760303999999998,56.36050640175017
2016-09-25T04:00:00.000Z,12.8525,13.1075,12.7975,13.1009,13.100900,5283440,13.160581613824005,11.804700000000002,63.87702818104183
2016-09-26T04:00:00.000Z,13.1696,13.1696,12.7402,12.8231,12.823100,7213070,13.057195470592005,11.84293,58.78117913832199
2016-09-27T04:00:00.000Z,12.8639,13.2114,12.8559,13.0983,13.098300,6831070,13.167126570752004,11.879988,60.64198332792033
2016-09-28T04:00:00.000Z,13.1074,13.4838,13.0813,13.2748,13.274800,10239000,13.355265722368005,11.900598,61.82667740016102
2016-09-29T04:00:00.000Z,13.2768,13.3361,13.0734,13.0734,13.073400,5990630,13.210067285504003,11.919202,59.62757124944931
2016-09-30T04:00:00.000Z,13.076,13.3427,13.0245,13.2248,13.224800,5950840,13.143099813888004,11.94988,56.15523332842631
2016-10-01T04:00:00.000Z,13.2032,13.3091,13.0456,13.1727,13.172700,6331160,13.160253874944004,11.977764,54.436064898852855
2016-10-02T04:00:00.000Z,13.1802,13.2959,13.1431,13.1997,13.199700,4079660,13.107288782080005,12.010332,57.52944173378009
2016-10-03T04:00:00.000Z,13.203,13.4852,13.1872,13.4524,13.452400,7458320,13.206241579008005,12.055484000000003,52.864164238180166
2016-10-04T04:00:00.000Z,13.4505,13.531,13.2115,13.277,13.277000,8348280,13.183107578368004,12.096656000000003,33.67494267191347
2016-10-05T04:00:00.000Z,13.2834,13.3467,13.0357,13.0357,13.035700,9881370,13.190562781440004,12.134576000000003,38.22546436146283
2016-10-06T04:00:00.000Z,13.0263,13.1436,12.6868,12.8543,12.854300,12044800,13.146999654144004,12.176606000000001,42.906611838545615
2016-10-07T04:00:00.000Z,12.8516,12.9902,12.5347,12.6671,12.667100,8933050,13.023988272896005,12.214826000000002,38.45190903400792
2016-10-08T04:00:00.000Z,12.674,12.6869,12.0455,12.2191,12.219100,11611200,12.883331182336004,12.244234000000004,38.524247491638775
2016-10-09T04:00:00.000Z,12.2156,12.3571,11.9795,12.0537,12.053700,7208480,12.710412202240004,12.260360000000002,31.38509670079638
2016-10-10T04:00:00.000Z,12.0607,12.0622,11.624,11.7555,11.755500,10809200,12.523053640448005,12.271886000000002,31.159113370040956
2016-10-11T04:00:00.000Z,11.7624,12.1609,11.7513,11.7857,11.785700,11727700,12.409499732224006,12.285182000000002,24.642608762846805
2016-10-12T04:00:00.000Z,11.7846,12.072,11.7072,11.9335,11.933500,9694640,12.290757996288004,12.303240000000002,23.797616722016045
2016-10-13T04:00:00.000Z,11.9092,12.1312,11.7837,11.963,11.963000,8665190,12.192819659264005,12.32178,26.746523705813374
2016-10-14T04:00:00.000Z,11.9891,12.074,11.8959,11.9382,11.938200,4333510,12.117548631552005,12.333396000000004,21.547987616099064
2016-10-15T04:00:00.000Z,11.9361,11.9962,11.7768,11.9834,11.983400,4991840,12.065593346560002,12.347156000000002,23.619182822412455
2016-10-16T04:00:00.000Z,11.9817,12.0097,11.9332,11.9516,11.951600,3617280,11.982665135104003,12.363224000000002,22.3737217229625
2016-10-17T04:00:00.000Z,11.9556,12.0339,11.8613,12.005,12.005000,5724440,11.964932495872,12.384738000000002,14.862109147407281
2016-10-18T04:00:00.000Z,11.9959,12.9278,11.9959,12.5885,12.588500,18864200,12.049622270208,12.416832000000001,36.04976293714796
2016-10-19T04:00:00.000Z,12.5926,12.6191,11.9085,12.0226,12.022600,10576200,12.048271191552002,12.432706000000001,31.859040933997065
2016-10-20T04:00:00.000Z,12.0463,12.2888,11.9972,12.099,12.099000,8170760,12.078254333440002,12.441238,35.946861161760864
2016-10-21T04:00:00.000Z,12.1297,12.2054,12.0234,12.1754,12.175400,5676920,12.101642889728002,12.444848000000002,40.45798563943334
2016-10-22T04:00:00.000Z,12.1804,12.1902,11.9541,12.0715,12.071500,7583820,12.092285712128005,12.444018000000003,46.69414083497583
2016-10-23T04:00:00.000Z,12.1304,12.1431,11.9392,12.036,12.036000,5774660,12.087095211008002,12.449564,49.57907253269917
2016-10-24T04:00:00.000Z,12.0372,12.1007,11.9091,11.969,11.969000,5739690,12.059208045056005,12.455346000000002,55.7045903917063
2016-10-25T04:00:00.000Z,11.9676,11.9934,11.1475,11.414,11.414000,19316000,11.937333662720004,12.449286000000003,42.2436459246275
2016-10-26T04:00:00.000Z,11.3841,11.6625,11.3841,11.532,11.532000,10221800,11.934582974464004,12.446144000000004,41.51629125639182
2016-10-27T04:00:00.000Z,11.5312,11.6065,11.2635,11.4997,11.499700,13255400,11.771652567296002,12.445180000000002,40.22202524165297
2016-10-28T04:00:00.000Z,11.4749,11.5784,10.9539,11.0851,11.085100,13971500,11.644596288256004,12.439964000000002,34.53912791329877
2016-10-29T04:00:00.000Z,11.1003,11.1985,9.56327,10.4446,10.444600,27070400,11.414851265024001,12.415800000000004,27.061594418937446
2016-10-30T04:00:00.000Z,10.4282,11.4537,10.2949,11.1828,11.182800,16694900,11.354495790080003,12.396086000000004,40.5334187065951
2016-10-31T04:00:00.000Z,11.2296,11.4985,10.9352,10.9982,10.998200,13393900,11.278471902720003,12.383282000000003,37.99083925759816
2016-11-01T04:00:00.000Z,10.9578,11.1797,10.3041,10.7661,10.766100,22901300,11.167004934400005,12.360730000000006,26.273304864076664
2016-11-02T04:00:00.000Z,10.7735,11.1604,10.6925,10.7526,10.752600,11691700,11.009633108480003,12.337408000000005,30.687347931873475
2016-11-03T04:00:00.000Z,10.7977,11.1075,10.7624,10.801,10.801000,15228600,10.983744178688003,12.314964000000007,30.092024539877315
2016-11-04T04:00:00.000Z,10.8175,11.1222,10.8175,11.0907,11.090700,9958040,11.000800110336002,12.298038000000004,34.38516684421157
2016-11-05T04:00:00.000Z,11.0948,11.2366,10.8834,11.0025,11.002500,5502670,10.945493418240002,12.266972000000004,34.54130032392412
2016-11-06T04:00:00.000Z,10.9917,11.2454,10.852,10.8735,10.873500,5688710,10.845128279808003,12.230470000000004,33.63183238996369
2016-11-07T05:00:00.000Z,10.9037,10.9567,10.7843,10.8088,10.808800,5992480,10.936942150655998,12.198022000000003,33.653629395852136
2016-11-08T05:00:00.000Z,10.8506,10.9243,10.7398,10.8337,10.833700,6258150,10.891517127936,12.150916000000004,40.38824659621694
2016-11-09T05:00:00.000Z,10.8199,10.8349,10.2229,10.6555,10.655500,14606600,10.813161767680002,12.075420000000003,35.766020331936744
2016-11-10T05:00:00.000Z,10.6747,10.6771,10.5133,10.5245,10.524500,4253980,10.753617474816002,12.01054,34.655085599194365
2016-11-11T05:00:00.000Z,10.514,10.5727,10.257,10.2899,10.289900,6056300,10.667370117888003,11.951386,36.73605551107553
2016-11-12T05:00:00.000Z,10.2924,10.3362,9.69731,9.87796,9.877960,10052500,10.548370970112003,11.882319200000001,39.768295149221416
2016-11-13T05:00:00.000Z,9.88765,10.4127,9.84176,10.1015,10.101500,8227770,10.447158772480003,11.8267912,26.017796467321418
2016-11-14T05:00:00.000Z,10.0982,10.1571,9.95604,9.96648,9.966480,3573250,10.333708931072003,11.764102799999998,26.60286647314952
2016-11-15T05:00:00.000Z,9.97194,10.3219,9.85144,10.2175,10.217500,6557550,10.301783257856004,11.711990799999999,37.66481391542099
2016-11-16T05:00:00.000Z,10.217,10.3266,9.93143,10.0591,10.059100,9533550,10.256588627712004,11.6512068,35.360674147816056
2016-11-17T05:00:00.000Z,10.0596,10.1902,9.92025,9.99118,9.991180,6984700,10.179589303040004,11.585534400000002,33.04496386309009
2016-11-18T05:00:00.000Z,9.98835,10.0061,9.47616,9.47616,9.476160,10816100,10.021320920064003,11.513589600000003,19.11106349437142
2016-11-19T05:00:00.000Z,9.48282,9.74582,9.48208,9.66276,9.662760,5186540,9.918121257062403,11.4423488,25.298503610068366
2016-11-20T05:00:00.000Z,9.66121,9.71109,9.52017,9.57928,9.579280,5173420,9.7950633547776,11.370480399999998,25.730401974241843
2016-11-21T05:00:00.000Z,9.58016,9.63779,9.54169,9.62082,9.620820,3663210,9.790217714739203,11.2989028,27.527447998244526
2016-11-22T05:00:00.000Z,9.62576,10.2388,9.5911,9.90572,9.905720,11284400,9.795196094156802,11.2279692,34.0178700597276
2016-11-23T05:00:00.000Z,9.91977,9.95926,9.76379,9.84362,9.843620,4812310,9.838572209408003,11.159301599999997,35.43493548803764
2016-11-24T05:00:00.000Z,9.84603,9.8526,8.92861,9.23167,9.231670,15987800,9.695931679411201,11.083220999999996,30.220040819698696
2016-11-25T05:00:00.000Z,9.22853,9.75252,9.21123,9.40205,9.402050,7669720,9.628039275443202,11.014175999999997,36.143841239024766
2016-11-26T05:00:00.000Z,9.41643,9.50103,9.31075,9.32811,9.328110,3505990,9.498928606080002,10.947396199999998,40.40672619608417
2016-11-27T05:00:00.000Z,9.31202,9.33352,8.7755,8.99847,8.998470,8707660,9.4238819129088,10.882983599999998,31.442405725610783
2016-11-28T05:00:00.000Z,8.99844,9.01168,8.72361,8.72482,8.724820,6046890,9.272865034393602,10.816405999999997,30.04108611366513
2016-11-29T05:00:00.000Z,8.7287,8.74443,7.87573,8.17412,8.174120,17000400,9.058691431936001,10.744778399999998,20.040349302977532
2016-11-30T05:00:00.000Z,8.15548,8.75113,8.15548,8.58754,8.587540,10626600,9.002699776256003,10.680815199999994,29.92546190699653
2016-12-01T05:00:00.000Z,8.60162,8.64603,8.35906,8.4525,8.452500,5882340,8.884324900096,10.611195199999996,29.387304547256974
2016-12-02T05:00:00.000Z,8.45557,8.45557,7.4178,7.75996,7.759960,18579800,8.577317381427202,10.527134399999996,28.05303487575067
2016-12-03T05:00:00.000Z,7.76633,8.15117,7.66824,7.92134,7.921340,12112100,8.468989921638402,10.446797199999997,27.585940597117883
2016-12-04T05:00:00.000Z,7.90343,7.94777,7.44368,7.44368,7.443680,8450790,8.254003878502402,10.356002799999994,25.044638266446043
2016-12-05T05:00:00.000Z,7.41059,7.63886,6.6555,6.82166,6.821660,17344500,7.923291570944001,10.253403999999994,21.19802770758048
2016-12-06T05:00:00.000Z,6.8046,7.92268,5.97887,7.86893,7.868930,50671200,7.875690575488003,10.170682599999994,31.884540058238713
2016-12-07T05:00:00.000Z,7.89483,8.54084,7.32844,8.38148,8.381480,22229600,7.902934757580802,10.086542199999993,37.96025783331742
2016-12-08T05:00:00.000Z,8.3835,8.86133,8.23051,8.23051,8.230510,16042700,8.023938099174403,10.010700399999992,41.07885000605936
2016-12-09T05:00:00.000Z,8.16814,8.67409,8.05433,8.44601,8.446010,12916300,8.090227717350402,9.937640599999995,41.5488625032707
2016-12-10T05:00:00.000Z,8.43837,8.52841,8.01677,8.12516,8.125160,8108370,8.004263028531202,9.856635799999994,39.81101743294726
2016-12-11T05:00:00.000Z,8.12641,8.26856,8.10299,8.19362,8.193620,5545500,8.063794479769602,9.779078199999994,42.867346920689606
2016-12-12T05:00:00.000Z,8.19236,8.60633,8.16508,8.52221,8.522210,9119700,8.091367143859202,9.708802399999994,48.22176778802692
2016-12-13T05:00:00.000Z,8.5204,8.53089,8.34572,8.42285,8.422850,4486190,8.074177603916802,9.637879399999994,52.370839616364925
2016-12-14T05:00:00.000Z,8.4515,8.51865,8.24887,8.26523,8.265230,7337220,8.252950283136002,9.574903999999993,46.77031790789629
2016-12-15T05:00:00.000Z,8.23533,8.23533,7.72241,7.82847,7.828470,13184400,8.236847522995202,9.500833399999994,44.10350125578046
2016-12-16T05:00:00.000Z,7.85904,7.93477,7.80447,7.85821,7.858210,5178610,8.140857168000004,9.428003599999993,51.06130623302719
2016-12-17T05:00:00.000Z,7.85569,7.89911,7.52057,7.87659,7.876590,8502620,8.116927654784003,9.363833399999995,49.50119601491843
2016-12-18T05:00:00.000Z,7.86052,7.93286,7.71948,7.86532,7.865320,5890020,8.0235423657984,9.312247799999996,55.24513974931209
2016-12-19T05:00:00.000Z,7.86943,7.86943,7.62519,7.64382,7.643820,5894760,7.956786438297602,9.241468199999996,61.35950392669435
2016-12-20T05:00:00.000Z,7.63368,7.7459,7.5716,7.66004,7.660040,6313550,7.941539753881602,9.174704999999996,45.963899419191044
2016-12-21T05:00:00.000Z,7.66366,7.9436,7.66286,7.9144,7.914400,9393550,7.922775929651203,9.117670999999998,39.97501695584611
2016-12-22T05:00:00.000Z,7.89904,7.90586,7.50171,7.585,7.585000,16376700,7.8340653454336024,9.054318999999996,37.131032172917955
2016-12-23T05:00:00.000Z,7.57695,7.69174,7.16114,7.16615,7.166150,19613100,7.641861341465602,8.981621999999996,26.39819131358432
2016-12-24T05:00:00.000Z,7.15242,7.40543,7.15242,7.26577,7.265770,7626020,7.570634708403201,8.905123399999995,32.744073602583
2016-12-25T05:00:00.000Z,7.26485,7.34166,7.13886,7.17508,7.175080,8671840,7.493990688563201,8.828574999999995,29.729417758601485
2016-12-26T05:00:00.000Z,7.1321,7.33382,7.04751,7.27409,7.274090,5836810,7.448497917056002,8.756586799999997,22.662280202209573
2016-12-27T05:00:00.000Z,7.27637,7.32258,7.09047,7.17082,7.170820,8778610,7.363233106892801,8.683827199999996,22.623530080596836
2016-12-28T05:00:00.000Z,7.14895,7.62406,7.08225,7.52011,7.520110,17453300,7.396785497062402,8.617555399999997,34.96747849384268
2016-12-29T05:00:00.000Z,7.53913,8.52741,7.53913,8.28416,8.284160,27543800,7.6084000189440015,8.570128599999995,58.12093454279756
2016-12-30T05:00:00.000Z,8.28988,8.46609,8.05468,8.15998,8.159980,13909900,7.6745046955520015,8.522838199999997,55.20276956922025
2016-12-31T05:00:00.000Z,8.15115,8.15856,7.90938,7.9691,7.969100,9066800,7.6772066610688015,8.476422199999996,51.50540749009792
2017-01-01T05:00:00.000Z,7.98231,8.47123,7.98231,8.17257,8.172570,14731700,7.789650098918401,8.442314399999997,54.705509389577905
2017-01-02T05:00:00.000Z,8.17087,8.43633,8.05441,8.37851,8.378510,14579600,7.895249873382403,8.407854599999997,61.30560163484889
2017-01-03T05:00:00.000Z,8.37458,9.9968,8.31717,9.72525,9.725250,33625200,8.274538795955202,8.40303,72.54719144058083
2017-01-04T05:00:00.000Z,9.70929,11.2764,9.55981,11.2516,11.251600,41051200,8.856090371993602,8.423712,78.51459565872716
2017-01-05T05:00:00.000Z,11.2868,11.8909,9.40268,10.2544,10.254400,41557400,9.182633207808001,8.427618,70.4723032606595
2017-01-06T05:00:00.000Z,10.2858,10.6292,9.62729,10.2547,10.254700,29471800,9.499595621324803,8.432888400000001,75.31187561362992
2017-01-07T05:00:00.000Z,10.2409,10.2804,9.58585,9.86719,9.867190,23153600,9.556447339596803,8.440709,70.35896745595474
2017-01-08T05:00:00.000Z,9.87258,10.3948,9.8289,10.2898,10.289800,16676600,9.677498391756803,8.453249800000002,73.17224139983335
2017-01-09T05:00:00.000Z,10.3138,10.7838,10.1366,10.3256,10.325600,25718300,9.8344279945216,8.468176200000002,72.91752721330091
2017-01-10T05:00:00.000Z,10.3695,10.6898,10.2898,10.5496,10.549600,10879700,10.005103194521602,8.4867518,74.92343235491981
2017-01-11T05:00:00.000Z,10.5415,10.6639,9.4568,9.71776,9.717760,26823500,10.128390938624003,8.482992600000001,65.13351705787325
2017-01-12T05:00:00.000Z,9.72139,10.084,9.17558,9.86133,9.861330,30453800,10.279841980032003,8.483346800000001,61.8755826088528
2017-01-13T05:00:00.000Z,9.82722,9.85382,9.51438,9.7695,9.769500,25066600,10.043931665664005,8.494103400000002,62.17849770885166
2017-01-14T05:00:00.000Z,9.78645,9.89084,9.44398,9.64666,9.646660,20085800,9.964517597849603,8.498995600000002,62.82538226299695
2017-01-15T05:00:00.000Z,9.8292,9.99962,9.59741,9.90426,9.904260,14837900,9.900455366502404,8.510518600000001,63.130541860715525
2017-01-16T05:00:00.000Z,9.88353,9.92592,9.58357,9.6365,9.636500,14937400,9.904386047232004,8.523279200000001,59.45011606156898
2017-01-17T05:00:00.000Z,9.63962,10.6104,9.54462,10.3023,10.302300,18391900,9.988773832448002,8.554828800000001,54.82886221110927
2017-01-18T05:00:00.000Z,10.2964,10.5168,9.93529,10.2278,10.227800,10788200,10.066643837030403,8.5959024,38.682690862140625
2017-01-19T05:00:00.000Z,10.2405,10.444,10.1789,10.3972,10.397200,8347550,10.021107394764805,8.6320956,51.93215275372358
2017-01-20T05:00:00.000Z,10.3868,10.7627,10.3521,10.6006,10.600600,10992800,10.156275555020803,8.6750576,54.43636718088682
2017-01-21T05:00:00.000Z,10.5955,10.9778,10.58,10.9092,10.909200,11937600,10.2945352300544,8.738042400000001,63.64048120851932
2017-01-22T05:00:00.000Z,10.9101,10.9718,10.5763,10.7032,10.703200,8678620,10.359780878336004,8.7936796,55.73698146513682
2017-01-23T05:00:00.000Z,10.7099,10.8447,10.669,10.8208,10.820800,7267210,10.4865591894016,8.861222,56.719605725234345
2017-01-24T05:00:00.000Z,10.7279,10.7723,10.5713,10.6325,10.632500,8327330,10.479809212672,8.9374388,51.135915199614146
2017-01-25T05:00:00.000Z,10.6185,10.6185,10.484,10.5705,10.570500,6751450,10.587309533440003,8.9914702,64.80862739649899
2017-01-26T05:00:00.000Z,10.5672,10.6677,10.5135,10.5891,10.589100,8465020,10.577668406016002,9.0356226,63.21185957599762
2017-01-27T05:00:00.000Z,10.5841,10.607,10.4423,10.5373,10.537300,7189170,10.592331207936,9.0817584,64.14413086729051
2017-01-28T05:00:00.000Z,10.5383,10.5832,10.4293,10.565,10.565000,6580700,10.614164852224,9.124138199999999,67.5318625766496
2017-01-29T05:00:00.000Z,10.5617,10.5697,10.4517,10.484,10.484000,4689950,10.629551472640001,9.171315,61.86795280168352
2017-01-30T05:00:00.000Z,10.4938,10.714,10.4665,10.5712,10.571200,8042180,10.590232326144001,9.218866599999998,70.66183297227992
2017-01-31T05:00:00.000Z,10.5642,10.7487,10.545,10.7275,10.727500,11648700,10.633469865728003,9.262972399999999,62.13193334855052
2017-02-01T05:00:00.000Z,10.7413,10.8472,10.5566,10.7321,10.732100,12852200,10.627922694400002,9.309157399999998,64.98662704309065
2017-02-02T05:00:00.000Z,10.7355,10.8881,10.5519,10.8214,10.821400,10172500,10.658296656384003,9.3602808,63.23639540688968
2017-02-03T05:00:00.000Z,10.8125,11.1145,10.755,11.1145,11.114500,12897800,10.752033774848002,9.4260014,65.18527273801783
2017-02-04T05:00:00.000Z,11.1287,11.5015,11.1287,11.4335,11.433500,14139500,10.881374541568002,9.4975072,65.39794419970632
2017-02-05T05:00:00.000Z,11.4422,11.4861,11.3169,11.353,11.353000,5942960,10.97941746432,9.567035399999998,70.60240963855416
2017-02-06T05:00:00.000Z,11.3539,11.4754,11.3446,11.3894,11.389400,5695440,11.050542335488,9.637516999999999,69.00655167803178
2017-02-07T05:00:00.000Z,11.4253,11.6098,11.415,11.5153,11.515300,7629640,11.155197654272003,9.7149466,80.7939165620203
2017-02-08T05:00:00.000Z,11.5402,11.6304,11.2434,11.4312,11.431200,9688630,11.231376354304,9.790369799999999,79.56715905187224
2017-02-09T05:00:00.000Z,11.4359,11.598,10.6745,11.0322,11.032200,18400300,11.192158484992005,9.8527258,62.06765074350453
2017-02-10T05:00:00.000Z,11.045,11.3447,10.7812,11.2789,11.278900,11914200,11.221492431104,9.9266038,68.25881426038998
2017-02-11T05:00:00.000Z,11.2908,11.4318,11.2424,11.3495,11.349500,7544520,11.286433160960003,10.010270799999999,68.91546511067176
2017-02-12T05:00:00.000Z,11.3533,11.4013,11.304,11.3992,11.399200,6264900,11.351801984000002,10.0929394,72.40501370936153
2017-02-13T05:00:00.000Z,11.3836,11.3949,11.1741,11.2695,11.269500,7216520,11.324537060096002,10.1748278,66.74660655187301
2017-02-14T05:00:00.000Z,11.2864,13.3307,11.2864,13.0252,13.025200,42911500,11.669555173376,10.28985,81.18231414379936
2017-02-15T05:00:00.000Z,13.0397,13.0397,12.6371,12.9197,12.919700,18464700,11.936482150656003,10.404827599999999,78.89675578569164
2017-02-16T05:00:00.000Z,12.921,12.921,12.5447,12.9037,12.903700,38002600,12.118638009600003,10.5124994,78.04897761254344
2017-02-17T05:00:00.000Z,12.8985,12.9081,12.6646,12.6765,12.676500,11636500,12.176657534208005,10.600346199999999,71.42073505211192
2017-02-18T05:00:00.000Z,12.7084,12.8258,12.6788,12.8102,12.810200,9370010,12.336477540864003,10.693350599999999,69.89048458404369
2017-02-19T05:00:00.000Z,12.8176,12.8733,12.7144,12.7585,12.758500,7799740,12.430357804288002,10.789138600000001,70.47699525044436
2017-02-20T05:00:00.000Z,12.7652,12.8967,12.4301,12.4301,12.430100,12994400,12.436976864512003,10.8742892,63.97325384677354
2017-02-21T05:00:00.000Z,12.3422,12.7709,12.2101,12.6684,12.668400,15183300,12.465853452288004,10.960087000000001,65.02880379532363
2017-02-22T05:00:00.000Z,12.6872,12.7625,12.5526,12.5997,12.599700,10360900,12.728268826880003,11.017576000000002,65.2909000497265
2017-02-23T05:00:00.000Z,12.5981,13.2078,12.5638,13.1194,13.119400,14522300,12.792335091200004,11.054932,76.47655774304852
2017-02-24T05:00:00.000Z,13.1343,13.2323,12.8828,13.0692,13.069200,19574400,12.845560589312004,11.111228,73.90189848068144
2017-02-25T05:00:00.000Z,13.0638,13.7239,12.9807,13.5487,13.548700,18533900,12.955694203648005,11.177108000000002,76.47087144920559
2017-02-26T05:00:00.000Z,13.5177,14.5431,13.3953,14.52,14.520000,20307500,13.286500273152003,11.270164200000002,80.7431633698479
2017-02-27T05:00:00.000Z,14.5058,15.6752,14.274,15.3965,15.396500,31667000,13.701561161984003,11.3722982,85.44071173399286
2017-02-28T05:00:00.000Z,15.4507,16.059401,15.1233,15.8172,15.817200,65478900,14.080611827712003,11.482130199999999,81.10932834157865
2017-03-01T05:00:00.000Z,15.8472,17.371099,15.5589,17.349701,17.349701,44927500,14.766413746752002,11.618132219999998,87.45096925284571
2017-03-02T05:00:00.000Z,17.355301,19.353001,16.954,19.030199,19.030199,83627104,15.609950039488004,11.804381,90.41813329350344
